From Bank,To Bank,Amount Paid,Payment Currency,Payment Format,Is Laundering,Hour,Dayofweek
1768,14,10179018.78,Euro,Cash,0,23,4
8997,692,1355.12,Yuan,Cheque,0,6,6
211374,130821,1059.49,US Dollar,Credit Card,0,6,4
13,13,20198.04,Mexican Peso,Cash,0,22,2
5981,19300,109.74,Euro,Cheque,0,8,1
12063,1217,44.68,US Dollar,Credit Card,0,0,0
17,36096,506.47,Canadian Dollar,Credit Card,0,10,2
45907,245729,1032.78,Mexican Peso,Cash,0,19,1
13210,27175,96.12,US Dollar,Cheque,0,14,4
23760,58390,617907.91,US Dollar,Cheque,0,15,4
24562,24562,33526.4,Euro,Reinvestment,0,1,3
11483,226290,1515.72,US Dollar,Cheque,0,23,3
1639,22595,356339.52,US Dollar,Cheque,0,11,3
24070,237598,18.03,Euro,Wire,0,5,0
113002,27175,162.27,US Dollar,Cheque,0,8,4
23041,2860,191.32,US Dollar,Credit Card,0,0,1
5436,3,28.37,Euro,Credit Card,0,0,4
20,275798,48.334613,Bitcoin,Bitcoin,0,19,0
11,9735,14951.94,Yuan,Credit Card,0,16,3
12066,213469,58495.69,Yuan,Cheque,0,20,4
112659,112659,166.42,Yuan,Reinvestment,0,22,3
18081,18656,3359.59,US Dollar,Credit Card,0,6,3
1768,21444,2305.48,Euro,Credit Card,0,23,4
16866,216492,9666.94,US Dollar,Cheque,0,20,6
233465,233465,9.71,US Dollar,Reinvestment,0,19,3
5855,66590,2949.15,US Dollar,Cash,0,16,4
263025,63779,5316.6,Saudi Riyal,Cheque,0,2,3
37130,28335,0.02,Yuan,Cheque,0,17,3
39985,39985,1203.27,Yuan,ACH,0,5,4
20,223550,1703.93,US Dollar,ACH,0,23,2
225430,225430,56129.13,Euro,Reinvestment,0,23,3
6586,27436,11602.32,Euro,Cheque,0,6,1
116648,116648,2236.34,US Dollar,Reinvestment,0,16,3
1835,498,971.5,Euro,Cash,0,15,4
144720,3460,16.57,Euro,Credit Card,0,0,4
113,258630,14870.21,Shekel,Credit Card,0,9,2
19414,19413,19749.77,Rupee,Cheque,0,0,3
153607,253851,226.57,Swiss Franc,ACH,0,5,4
22124,24063,85.43,US Dollar,Cheque,0,23,4
70,247088,654109.28,Euro,Cheque,0,8,0
1394,58750,226.01,US Dollar,Cheque,0,22,3
212730,29915,1.0,US Dollar,Credit Card,0,0,6
115332,115332,14599.94,Euro,ACH,0,18,1
21414,8801,75.23,US Dollar,Credit Card,0,6,3
8889,11,781.94,Euro,Cash,0,16,5
112876,132480,4994.04,Euro,Credit Card,0,3,3
70,219,7.56237,Bitcoin,Bitcoin,0,9,4
17694,18396,9480.8,Euro,Credit Card,0,9,3
19414,224699,7201.31,Rupee,Credit Card,0,0,5
70846,270290,0.014037,Bitcoin,Bitcoin,0,23,3
11437,231908,83.46,Euro,Credit Card,0,6,2
15516,32453,112.57,Euro,Credit Card,0,15,4
20,22435,302.15,US Dollar,Cheque,0,8,3
25634,33687,787725.99,Euro,ACH,0,18,0
14133,262542,6014.26,US Dollar,Cheque,0,14,1
46781,46782,18891.79,Mexican Peso,ACH,0,13,5
133620,135650,14618.02,US Dollar,Cheque,0,15,1
24438,126883,6.9,US Dollar,Cheque,0,12,3
70,9735,2878.3,Yuan,Cheque,0,15,3
14620,14003,836.51,Euro,Cheque,0,5,3
498,117521,4763.32,Euro,Cash,0,19,3
70,3718,1042.49,US Dollar,Cheque,0,15,4
25400,27737,1207.8,Euro,Cheque,0,7,3
120478,137562,6262.15,Euro,Credit Card,0,11,3
70,5033,260.9,US Dollar,Cheque,0,17,2
26,24320,895776.68,Rupee,Cheque,0,0,0
1135,1135,1887.11,Mexican Peso,Cheque,0,9,4
22260,22260,4647.86,Euro,Reinvestment,0,0,3
18890,18890,5739.84,US Dollar,Reinvestment,0,0,3
63940,63779,16.08,Saudi Riyal,Credit Card,0,14,3
160259,259272,272.56,Shekel,Cheque,0,15,5
228493,228493,141913.63,Yuan,Reinvestment,0,0,3
169500,169500,5.179678,Bitcoin,Bitcoin,0,6,3
219425,216796,2117.14,US Dollar,Credit Card,0,16,5
141465,212,1067.47,Australian Dollar,ACH,0,15,3
12503,8720,8090.24,Euro,Credit Card,0,1,4
115690,27737,18545.24,Euro,Cheque,0,15,3
1231,119927,1274.86,US Dollar,Credit Card,0,20,3
26894,142059,38.04,US Dollar,Cheque,0,3,0
70,3440,2565.8,US Dollar,Cheque,0,19,3
1291,215456,122.27,US Dollar,Cheque,0,16,3
23,23,3418861.0,Ruble,Cheque,0,10,5
22129,15331,2704.5,US Dollar,Cheque,0,20,4
23,4,405347.74,Yen,ACH,0,23,0
1595,11437,9272.39,Euro,Credit Card,0,16,3
23,29572,8530593.73,Yen,Cheque,0,23,3
14648,35145,4225.64,US Dollar,ACH,0,8,1
241036,141465,644.85,Australian Dollar,Cheque,0,6,2
229026,215721,3843.8,US Dollar,Cheque,0,23,3
12503,1768,83.69,Euro,Credit Card,0,13,4
11437,28560,1047.84,Euro,Cheque,0,18,1
1135,19,565661.22,Mexican Peso,Credit Card,0,21,2
13,18,16668.98,Yen,Cheque,0,23,1
1720,22264,231.33,Euro,Cheque,0,1,5
70,270372,1.003444,Bitcoin,Bitcoin,0,13,1
70,69465,0.157338,Bitcoin,Bitcoin,0,2,4
2368,10416,24375.58,US Dollar,Cheque,0,23,1
15783,15783,176.01,US Dollar,Reinvestment,0,15,3
20,20,0.177163,Bitcoin,Bitcoin,0,7,3
1120,1422,8391.3,US Dollar,Credit Card,0,16,2
10,10,265160.07,Canadian Dollar,Reinvestment,0,0,3
110856,226660,212.53,US Dollar,Credit Card,0,12,4
325477,118939,182.34,Euro,Cheque,0,6,4
2368,158466,56.18,US Dollar,Wire,0,8,4
71642,69521,0.015947,Bitcoin,Bitcoin,0,10,4
2175,23747,39.02,US Dollar,Credit Card,0,0,4
4894,212996,1856.37,US Dollar,Cheque,0,5,0
394,12,52.89,US Dollar,Cheque,0,3,3
12386,5082,17598.46,Euro,Cheque,0,7,4
1291,3653,192.26,US Dollar,Cheque,0,1,4
14620,14620,7.37,Euro,Reinvestment,0,0,3
0,14652,19794.47,Euro,Credit Card,0,10,4
3597,8488,3152.95,US Dollar,Cheque,0,0,3
212,142146,3460.16,Australian Dollar,Cheque,0,17,4
12063,12592,860.48,US Dollar,Cheque,0,10,5
15,27356,954.61,Yuan,Credit Card,0,5,5
22026,14172,299.56,Euro,Cheque,0,8,4
425,14195,92.8,Euro,Cheque,0,21,6
119073,17180,32035.96,Yen,Credit Card,0,11,3
5082,27436,176.48,Euro,Cheque,0,0,4
245292,48128,1271.28,Euro,Cheque,0,12,6
2860,217717,50.1,US Dollar,Cheque,0,10,3
18,18,55.8,Swiss Franc,Cheque,0,5,1
17213,11832,34858974.82,Yen,Credit Card,0,12,5
71172,171474,0.003135,Bitcoin,Bitcoin,0,0,3
134085,235053,4468.13,US Dollar,Credit Card,0,23,3
36975,138415,2022.94,Canadian Dollar,Cash,0,8,4
111615,111615,25684.65,Yuan,Reinvestment,0,0,3
325866,325866,952134.78,Rupee,Reinvestment,0,0,3
41019,142327,37684.3,Australian Dollar,Cash,0,22,5
70,15168,534.51,Yuan,Cheque,0,21,0
128097,239632,1494.47,US Dollar,Cheque,0,15,4
25788,248188,14341.99,Euro,Cash,0,6,0
112,154255,1658.59,Swiss Franc,Cheque,0,9,3
214,148894,11448.99,Brazil Real,Credit Card,0,9,5
1277,21260,50.84,US Dollar,Cheque,0,10,4
210472,210472,13.52,US Dollar,Reinvestment,0,0,3
264152,266844,399.12,Saudi Riyal,Credit Card,0,18,1
24643,24643,644.22,Euro,Reinvestment,0,0,3
22661,1807,152.09,US Dollar,Credit Card,0,16,2
19296,223135,550.37,Euro,Cheque,0,19,6
14,212418,214.85,Euro,ACH,0,6,0
72146,71642,0.252973,Bitcoin,Bitcoin,0,22,5
31373,240728,2494.25,US Dollar,ACH,0,10,4
217,214,0.035971,Bitcoin,Bitcoin,0,23,4
3460,3460,218751.19,Euro,Reinvestment,0,0,3
13474,3440,236.58,US Dollar,Credit Card,0,5,3
119699,225606,8965575.52,Rupee,Cheque,0,21,3
220015,31653,503.09,US Dollar,Credit Card,0,6,1
20,124049,395.43,US Dollar,Credit Card,0,16,0
25856,19419,813.24,Euro,Cheque,0,0,4
11495,5033,83.83,US Dollar,Cash,0,18,1
15400,118939,3345.39,Euro,Credit Card,0,13,3
4308,7839,4.2,Euro,ACH,0,6,1
41014,19,13959.22,Mexican Peso,Credit Card,0,9,4
15607,14172,9008.1,Euro,Credit Card,0,9,3
22185,2860,625.94,US Dollar,Cheque,0,1,3
346078,246140,0.01,Mexican Peso,Cheque,0,1,3
1439,56790,180.01,US Dollar,Credit Card,0,7,3
70,214554,3626.91,Euro,Cash,0,12,3
213,115,323.84,Shekel,ACH,0,12,3
25788,251088,2757.6,Euro,Cheque,0,9,6
11047,11222,2707.12,US Dollar,Credit Card,0,14,0
8488,18084,41.68,US Dollar,Cash,0,22,2
23041,230733,3426.5,US Dollar,Cash,0,23,1
11046,5033,254335.56,US Dollar,Cheque,0,13,4
13,19836,58238254.49,Yen,ACH,0,18,4
48858,248739,287534.52,Brazil Real,Cheque,0,20,5
42130,42130,174.17,Australian Dollar,Cheque,0,22,5
15109,225312,977.74,Euro,Cash,0,21,4
22185,22185,15.37,US Dollar,Reinvestment,0,13,3
2545,1231,638.15,US Dollar,Cheque,0,19,3
136424,39213,39.38,Canadian Dollar,Wire,0,7,0
1126,141259,216.22,Euro,Cash,0,23,2
10073,211738,752.0,Yuan,Cash,0,5,0
11255,131649,67.49,Euro,Credit Card,0,11,1
13590,7530,1457.76,Euro,Cash,0,12,4
70,1720,229.76,Euro,Cheque,0,0,0
131371,237318,483.98,Euro,Credit Card,0,21,3
15516,1776,58.06,Euro,Cheque,0,19,2
70,131036,46360.13,Ruble,Cheque,0,7,2
8318,122779,2678.72,US Dollar,Cheque,0,0,3
26,126843,438232.21,Rupee,Cheque,0,0,3
12,110856,8185032.37,US Dollar,Cheque,0,7,4
213,158927,558.68,Shekel,Credit Card,0,14,4
137117,17,1654.95,Canadian Dollar,Cheque,0,11,3
118,20,0.034825,Bitcoin,Bitcoin,0,11,3
213,112,3100.45,Shekel,ACH,0,20,3
18,17,244.21,Swiss Franc,Credit Card,0,15,2
19,19,434645636.39,Ruble,Wire,0,12,2
141846,45104,19108.96,Australian Dollar,Credit Card,0,3,4
531,1394,1832.05,US Dollar,Credit Card,0,20,4
23642,28826,16536.26,Rupee,ACH,0,13,3
11,10073,37.32,Yuan,Credit Card,0,0,0
70,12,1409.32,US Dollar,Cheque,0,17,4
170412,174431,0.082097,Bitcoin,Bitcoin,0,22,3
224,29915,4616.76,US Dollar,ACH,0,13,4
38479,38479,682.62,Rupee,Reinvestment,0,21,3
6045,22435,90.01,US Dollar,ACH,0,19,1
163233,163233,2220.38,Saudi Riyal,Cheque,0,12,0
323303,11255,115.44,US Dollar,Credit Card,0,23,4
121007,2860,5658.56,US Dollar,Cheque,0,23,4
1,1217,3043.58,US Dollar,Cheque,0,19,3
214867,214867,25858.2,US Dollar,Reinvestment,0,15,3
4894,26179,128.6,US Dollar,Cheque,0,4,4
3,1835,751.47,Euro,Credit Card,0,22,4
70,20,118529.15,Euro,Cheque,0,16,3
26,226085,3065520.03,Rupee,Cash,0,23,0
1394,18081,27379.54,US Dollar,Cheque,0,22,0
141204,41348,2069.56,Australian Dollar,Cheque,0,12,0
63779,216,232.27,Saudi Riyal,ACH,0,21,3
58479,262542,151.97,US Dollar,Credit Card,0,19,1
12,215557,32997.59,Yen,Cheque,0,12,4
600,600,508.28,Euro,Cheque,0,23,4
63587,63587,85349.75,Saudi Riyal,Reinvestment,0,0,3
8087,8087,6.36,Euro,Reinvestment,0,0,3
70,12,1296.38,US Dollar,Cheque,0,9,3
13243,13243,1189.82,US Dollar,Reinvestment,0,20,3
7,133159,13718.87,UK Pound,Credit Card,0,13,3
270308,169261,0.019777,Bitcoin,Bitcoin,0,0,4
215620,117743,7692.78,Yen,Cheque,0,19,4
214,148894,79012.64,Brazil Real,Credit Card,0,19,1
11,12202,44.61,Euro,Cheque,0,4,5
1135,215,2152.26,Mexican Peso,ACH,0,0,4
1390,24643,2168.51,Euro,Cheque,0,23,1
169671,169335,0.017398,Bitcoin,Bitcoin,0,9,4
31635,126883,148.16,US Dollar,Credit Card,0,3,3
16,18,1472349.41,Ruble,Cash,0,5,1
25,23033,280239.36,Rupee,Credit Card,0,3,1
21444,21444,16.6,Euro,Reinvestment,0,0,3
20,217,1.143067,Bitcoin,Bitcoin,0,5,1
285,232125,24023.76,Ruble,Credit Card,0,1,3
210824,19970,2685.48,Yuan,Cheque,0,15,5
22185,163271,438.13,US Dollar,Cheque,0,5,4
18491,164377,13109.15,Euro,Cheque,0,23,1
15607,15607,32482.14,Euro,Reinvestment,0,16,3
124049,152340,510.22,US Dollar,Cheque,0,9,4
115332,14213,239.03,Euro,Cheque,0,7,2
116473,242449,168248.18,Yuan,Wire,0,7,4
1638,140626,346.17,US Dollar,Cheque,0,2,3
21876,6058,998.85,Euro,Cheque,0,4,5
336826,336826,35957.0,Canadian Dollar,Reinvestment,0,11,3
341356,40904,203.56,Australian Dollar,ACH,0,16,4
18,18,2021.58,Yen,Reinvestment,0,13,3
11,149108,15059.79,Brazil Real,Credit Card,0,0,3
8087,18121,1.5,Euro,Cash,0,13,0
13,29592,51726.22,Yen,Cheque,0,21,4
13474,254569,9444.7,US Dollar,ACH,0,6,2
30515,30515,83158.55,US Dollar,Reinvestment,0,0,3
224699,224699,375.62,Rupee,Reinvestment,0,0,3
217,115,386.56,Saudi Riyal,Credit Card,0,10,4
2,119732,4999.97,Rupee,Cheque,0,23,1
11255,34978,144.18,US Dollar,Cheque,0,19,4
1835,47381,57.62,Euro,Cheque,0,10,4
531,21393,157.67,US Dollar,Credit Card,0,14,2
498,23848,14081.25,Euro,Credit Card,0,15,1
70,1231,1011.92,US Dollar,Cheque,0,23,3
163897,263186,336.98,Saudi Riyal,Credit Card,0,0,4
72,26300,22689.24,Rupee,Cheque,0,1,5
70,219,291.32,Swiss Franc,Cheque,0,10,4
11968,24063,441.44,US Dollar,Credit Card,0,23,2
219,219,9.4,Swiss Franc,Cheque,0,2,5
1812,222439,7198.87,US Dollar,Cheque,0,19,4
18283,18935,73462.66,Yen,Cheque,0,16,2
70,139974,17111.26,US Dollar,Cheque,0,6,3
211204,212655,1975.24,Yuan,Credit Card,0,19,3
21876,6058,2266.72,Euro,Cash,0,16,4
70,26169,166977.97,Rupee,Cheque,0,14,3
214867,27915,242.75,US Dollar,Cheque,0,19,2
18656,210472,84661.16,US Dollar,Cash,0,1,4
29779,14225,115452983.39,Yuan,Cash,0,21,3
72475,172943,0.035544,Bitcoin,Bitcoin,0,3,1
1807,22129,116.54,US Dollar,Wire,0,6,4
157937,158053,1978.32,Shekel,Cheque,0,16,4
1291,22129,473.65,US Dollar,Cheque,0,2,1
349,349,241090.74,US Dollar,ACH,0,16,1
8,135933,614.64,Canadian Dollar,Credit Card,0,9,5
33599,147325,1159.76,Euro,Cheque,0,14,3
115216,220822,30.8,US Dollar,Cash,0,2,4
285,232125,16864.8,Ruble,Credit Card,0,19,4
214,248957,456.88,Brazil Real,Credit Card,0,15,2
70,241647,2484.61,Euro,Cheque,0,18,4
69465,269312,2.163334,Bitcoin,Bitcoin,0,11,5
11880,16263,186.53,US Dollar,Credit Card,0,15,1
70,425,204.85,Euro,Credit Card,0,3,4
70,217,0.084665,Bitcoin,Bitcoin,0,11,2
423,14213,8590.72,Euro,Cheque,0,19,3
27868,132480,1757.21,Euro,Credit Card,0,4,0
249585,248575,4.32,Brazil Real,Credit Card,0,0,2
1422,20,2754.98,US Dollar,Cheque,0,7,3
11,112659,4693.6,Yuan,Cheque,0,21,4
20,1394,561.28,US Dollar,Cash,0,7,4
3671,3671,138916.94,Euro,Reinvestment,0,0,3
18624,18624,25893.15,Euro,Cheque,0,21,3
27737,220624,56782.42,Euro,Cheque,0,8,1
38379,498,116.84,Euro,ACH,0,20,4
221024,24438,1362.1,US Dollar,ACH,0,9,3
212379,9096,1223.69,Yuan,Cheque,0,4,6
1231,22224,9.19,US Dollar,Credit Card,0,8,4
15194,219425,2265.96,US Dollar,Cheque,0,8,3
253402,52914,563.98,Swiss Franc,Credit Card,0,9,1
18081,394,20.78,US Dollar,Cash,0,9,2
215514,118681,1182.59,US Dollar,Credit Card,0,23,4
214,171669,0.326425,Bitcoin,Bitcoin,0,12,5
1110,18326,3182.2,US Dollar,Credit Card,0,2,3
19836,29592,367740.16,Yen,Credit Card,0,4,5
28046,126223,107.35,US Dollar,Credit Card,0,3,4
5621,5621,9.84,US Dollar,Reinvestment,0,9,3
8106,214111,14392.89,US Dollar,ACH,0,21,4
21531,23,127.19,Yen,Credit Card,0,0,2
212379,51871,30523.78,Yuan,Cheque,0,12,1
17096,15745,920699.84,Yen,ACH,0,12,3
70,2,38799.25,Rupee,Credit Card,0,2,5
21393,21393,86680.99,US Dollar,Reinvestment,0,4,3
31189,250944,139.21,US Dollar,ACH,0,3,4
23410,25443,33.39,US Dollar,ACH,0,21,0
130808,25400,617722.9,Euro,ACH,0,23,3
70,425,365138.88,Euro,Cash,0,2,4
21444,8720,1.39,Euro,Credit Card,0,0,5
21828,219687,3547.31,US Dollar,Cheque,0,10,4
12503,11314,25327.4,Euro,Cheque,0,0,4
233282,33858,1469.81,UK Pound,Cheque,0,3,4
2175,28102,1003.01,US Dollar,ACH,0,18,5
57466,257741,48.31,Shekel,Cheque,0,18,2
25788,11,154.88,Euro,Cash,0,15,5
70,270308,0.162386,Bitcoin,Bitcoin,0,2,1
24816,26300,6738.41,Rupee,Cheque,0,1,2
7839,1595,204691.43,Euro,Cheque,0,6,4
12503,25304,185.0,Euro,Cheque,0,8,3
70,13395,3060.19,US Dollar,Cheque,0,5,5
21939,224,13144.62,US Dollar,Credit Card,0,11,4
20,1639,231.9,US Dollar,Cheque,0,23,3
221284,11770,928.1,US Dollar,Cash,0,18,4
11046,11046,8918.58,US Dollar,ACH,0,8,4
234539,120478,4581.51,Euro,Credit Card,0,22,5
210472,39697,101.69,US Dollar,Cheque,0,22,2
149205,149205,132.1,Brazil Real,Reinvestment,0,0,3
229425,229425,195.04,Euro,Credit Card,0,11,4
70,16584,143.69,US Dollar,Credit Card,0,13,3
52898,252477,26.45,Swiss Franc,Cheque,0,9,4
1,215766,2465.61,US Dollar,Credit Card,0,21,5
269999,269999,6.514461,Bitcoin,Bitcoin,0,0,3
7530,1835,1686.33,Euro,Credit Card,0,0,3
157900,213,51.92,Shekel,Credit Card,0,0,5
117916,112568,10866.9,US Dollar,ACH,0,12,2
70,257433,21778.9,Shekel,Cheque,0,17,1
151442,245411,147.81,Euro,Credit Card,0,0,3
38524,38524,5015.17,US Dollar,Reinvestment,0,12,3
5082,144868,38.42,Euro,Credit Card,0,13,3
70,22661,414.7,US Dollar,Cheque,0,7,1
349,2175,548.76,US Dollar,Cheque,0,9,3
16293,32125,295.09,Euro,Cheque,0,19,6
1110,25281,1089.57,US Dollar,Credit Card,0,0,5
148698,148698,4936.46,Brazil Real,Credit Card,0,2,3
17319,12503,134.12,Euro,Credit Card,0,0,2
238058,35777,4710.39,Canadian Dollar,Cheque,0,19,4
135807,6058,330.96,Euro,Cheque,0,0,3
1277,217717,884.25,US Dollar,Cheque,0,4,6
313860,313860,299669.54,Yuan,Reinvestment,0,21,3
16505,7058,3122.47,Euro,Cheque,0,2,3
23041,23041,742.24,US Dollar,Reinvestment,0,0,3
7,232857,30.21,UK Pound,Credit Card,0,21,0
170727,272545,0.009789,Bitcoin,Bitcoin,0,2,4
211012,233640,140.68,Euro,Cheque,0,2,4
249585,151922,63646.81,Brazil Real,Cash,0,3,4
10461,10461,23.68,Yuan,Reinvestment,0,21,3
25788,211018,9476.09,Euro,Credit Card,0,18,2
14851,2557,55.43,Euro,Cheque,0,23,3
20,20,1329.94,US Dollar,Cheque,0,3,4
349,19589,2731.67,US Dollar,Cheque,0,19,5
70,135417,13984.44,UK Pound,Cheque,0,1,6
8,10,175.47,Canadian Dollar,Credit Card,0,0,3
210796,12469,4919.99,Yuan,Cheque,0,11,4
70,253721,105773.84,Swiss Franc,Cheque,0,17,3
70,160428,314.48,Shekel,Cheque,0,0,0
2860,217717,64.74,US Dollar,Credit Card,0,17,2
70,13125,25.16,US Dollar,Credit Card,0,4,2
11,22547,105.41,US Dollar,Cheque,0,17,3
244413,29154,87.84,Euro,Credit Card,0,0,5
214000,214000,6575.38,US Dollar,Reinvestment,0,0,3
5923,12469,1444.16,Yuan,Credit Card,0,9,2
27436,110851,1794.09,Euro,Credit Card,0,23,0
16,16,936563.82,Ruble,Credit Card,0,12,6
29844,27,560195.75,Yuan,Cheque,0,5,4
17319,17319,188835.49,Euro,ACH,0,5,4
3533,141248,2747.59,US Dollar,Credit Card,0,23,3
1720,21876,37208.94,Euro,Cheque,0,11,0
27175,237253,886.54,US Dollar,Cheque,0,20,4
18,64059,327.58,Saudi Riyal,Credit Card,0,1,2
132021,132021,20817147.62,US Dollar,Reinvestment,0,10,3
22124,27234,72.48,US Dollar,Cash,0,1,4
15,112646,418.49,Yuan,Credit Card,0,0,0
320431,217226,205.13,US Dollar,ACH,0,16,4
53736,53874,759.68,Swiss Franc,Cheque,0,20,3
23410,11337,16261.41,US Dollar,ACH,0,17,5
15885,12469,12451.48,Yuan,Cheque,0,11,5
1291,21939,11334.64,US Dollar,Cheque,0,16,1
285,16,1166.82,Ruble,Credit Card,0,1,5
70,33687,223.74,Euro,Cash,0,6,4
531,5033,59.08,US Dollar,Cheque,0,21,1
36242,16,132.16,Canadian Dollar,Cheque,0,7,4
13125,21260,1732.16,US Dollar,Cash,0,4,0
128948,47801,59.55,Euro,Credit Card,0,0,3
310283,310283,3965.69,Yuan,ACH,0,14,4
70,3533,19503.28,US Dollar,Credit Card,0,16,4
127817,119699,352358.15,Rupee,Cheque,0,19,1
136424,136606,205443.18,Canadian Dollar,Cheque,0,6,3
1422,31286,191.38,US Dollar,Credit Card,0,1,2
6681,17694,3744.24,Euro,Cheque,0,8,0
320526,320526,37942.84,US Dollar,Reinvestment,0,14,3
132483,132483,18.01,Euro,Reinvestment,0,0,3
69314,269999,0.484268,Bitcoin,Bitcoin,0,18,5
45977,1135,85093.33,Mexican Peso,Wire,0,11,3
18121,27436,34.54,Euro,Cheque,0,5,1
63779,163470,18674.77,Saudi Riyal,ACH,0,4,2
5033,8801,4622.15,US Dollar,Credit Card,0,6,2
692,114610,3435.04,Yuan,Cheque,0,14,4
1439,15331,36136.81,US Dollar,Cheque,0,0,3
21828,5617,1592.21,US Dollar,Cheque,0,5,0
224574,224574,1604.95,Rupee,Reinvestment,0,16,3
18,64059,5764.54,Saudi Riyal,Cheque,0,19,5
225145,110198,116219.6,Yuan,Credit Card,0,13,4
24,7,933.31,UK Pound,Cheque,0,15,4
3718,11968,476.11,US Dollar,Credit Card,0,2,1
27,12,15735.36,Yuan,Credit Card,0,10,3
1768,114948,366.56,Euro,ACH,0,17,1
11495,11701,286171.99,US Dollar,Cheque,0,0,3
16456,16456,18.9,US Dollar,Reinvestment,0,0,3
169335,169335,2.202655,Bitcoin,Bitcoin,0,5,3
152768,52898,16.21,Swiss Franc,Credit Card,0,16,3
5893,9856,83344.36,Yuan,Credit Card,0,15,3
40122,262530,19589.87,US Dollar,Credit Card,0,9,4
19521,14057,192.66,Yuan,Credit Card,0,9,4
7058,245411,419.19,Euro,Cheque,0,11,0
19182,114954,456.15,US Dollar,Credit Card,0,6,4
230233,267578,1.4,Euro,ACH,0,15,3
216,115,9493.14,Saudi Riyal,Cheque,0,6,0
11,14195,148.4,Euro,Credit Card,0,5,1
29,233601,43.61,UK Pound,Cheque,0,6,4
70,18,37409.72,Saudi Riyal,Credit Card,0,7,4
70,132021,1865.47,US Dollar,Credit Card,0,19,1
3100,13354,3893.81,US Dollar,Cheque,0,11,3
70,30515,18.68,US Dollar,Credit Card,0,18,2
24027,247758,1036.17,Euro,Cheque,0,11,6
1199,259272,17569.61,Shekel,Cheque,0,21,0
13,13,611101.46,Mexican Peso,Cheque,0,1,4
70,15400,1297.91,Euro,Cash,0,0,2
13354,228849,586.22,US Dollar,Cash,0,19,2
69289,69289,0.322856,Bitcoin,Bitcoin,0,20,4
14,14851,30.42,Euro,Cheque,0,13,3
18,153802,15.79,Swiss Franc,Credit Card,0,0,4
226290,143641,98.6,US Dollar,Credit Card,0,19,5
248739,151037,8072862.54,Brazil Real,Cheque,0,15,4
110522,110522,1089441.63,Yuan,Reinvestment,0,0,3
115114,115114,95.89,US Dollar,ACH,0,2,4
1110,17803,194.45,US Dollar,Cheque,0,7,0
1595,1595,2143.57,Euro,Credit Card,0,3,4
1422,394,132.77,US Dollar,Credit Card,0,15,2
70,10,4181.16,Brazil Real,Cheque,0,23,3
14,11314,24445.4,Euro,Cheque,0,8,4
41014,246140,3013.05,Mexican Peso,Cash,0,16,2
1595,1595,7536.95,Euro,Reinvestment,0,12,3
136474,136424,160.13,Canadian Dollar,Credit Card,0,5,5
1595,15109,132.71,Euro,ACH,0,8,3
34446,4790,222.19,US Dollar,Cheque,0,8,4
1231,394,291.86,US Dollar,Credit Card,0,13,0
7080,13577,3389.02,Yuan,Cheque,0,21,1
1835,128948,41.35,Euro,ACH,0,12,2
1291,14162,17.17,US Dollar,Wire,0,4,3
18,23,18689.87,Ruble,Credit Card,0,2,4
70,219687,92.37,US Dollar,Credit Card,0,23,2
15331,18270,4269.62,US Dollar,Cheque,0,5,1
70,133620,3.1,US Dollar,Credit Card,0,14,3
118,118,0.125083,Bitcoin,Bitcoin,0,13,4
58848,58848,2982.47,Shekel,Credit Card,0,8,1
4308,231026,45.12,Euro,Cheque,0,17,3
119732,119699,64114.69,Rupee,Cheque,0,23,0
70,110856,5227.35,US Dollar,Cheque,0,23,1
11,212,795.28,Australian Dollar,Cheque,0,5,6
321537,18081,1839.71,US Dollar,Credit Card,0,17,4
11,22124,8907.87,US Dollar,Wire,0,12,4
6090,14172,449.44,Euro,Cheque,0,7,6
8540,146058,123.77,Euro,Credit Card,0,15,5
130821,130821,2302007.62,US Dollar,Reinvestment,0,0,3
1422,1807,5874.55,US Dollar,Credit Card,0,19,6
2293,2293,16.79,Euro,Reinvestment,0,0,3
124359,26300,1913524.24,Rupee,Cheque,0,19,0
70,118,0.188999,Bitcoin,Bitcoin,0,18,4
70,24027,186.3,Euro,Cheque,0,15,2
41019,40989,154.88,Australian Dollar,Credit Card,0,6,6
2175,2545,1782.1,US Dollar,Credit Card,0,11,2
234165,234165,2.58,UK Pound,Reinvestment,0,2,3
220270,164377,577.12,Euro,Credit Card,0,12,4
70,18,77236.12,Saudi Riyal,Cheque,0,12,3
425,1390,54771.18,Euro,Cheque,0,5,4
222470,222470,23.79,US Dollar,Reinvestment,0,9,3
6829,425,10572.48,Euro,Credit Card,0,0,3
17213,5923,114081.29,Yuan,Credit Card,0,16,3
1422,1807,5874.55,US Dollar,Credit Card,0,17,4
17213,29867,10614.52,Yuan,Cheque,0,10,4
12055,267083,420938.82,Euro,ACH,0,21,1
1277,20592,62.3,US Dollar,Cheque,0,6,6
1135,14,23919513.52,Mexican Peso,Cheque,0,2,4
70,53874,1341.39,Swiss Franc,Credit Card,0,9,6
4187,4187,25141.23,US Dollar,ACH,0,8,2
70,141465,1204.01,Australian Dollar,Cheque,0,2,4
13395,128097,1077.38,US Dollar,Credit Card,0,4,2
5893,214728,178084.33,Yuan,Credit Card,0,23,5
20,15783,227.81,US Dollar,Cheque,0,18,4
15786,124682,759.48,US Dollar,Cheque,0,3,0
112827,211524,3069.89,Yuan,Credit Card,0,0,4
